anchor,positive,negative,lang
ಆ ಪ್ರಾಣಿ ಆಮೆಯಂತೆ ಹೆಚ್ಚು ದಿನ ಬದುಕಬಲ್ಲದು,ಆ ಪ್ರಾಣಿ ಹೆಚ್ಚು ದಿನ ಬದುಕಬಲ್ಲದು,ಆ ಪ್ರಾಣಿ ಹೆಚ್ಚು ದಿನ ಬದುಕಲ್ಲ,kn
Tugasku sudah seperti kondisi sekolah di hari libur.,Tugasku sedikit sekali.,Tugasku banyak sekali.,id
राजेश ने जीत कर देश का नाम कर दिया। ,राजेश ने अच्छा काम कर के देश का नाम रोशन किया। ,राजेश ने बुरा काम कर के देश का नाम फैला दिया। ,hi
The soldier was as tough as nails,The soldier is very tough,The soldier is very weak,en_dev
Pergi ke Bandung namun tidak wisata kuliner bagai berlari menggunakan sepatu.,Pergi ke Bandung namun tidak wisata kuliner tidak ada yang salah.,Pergi ke Bandung namun tidak wisata kuliner ada yang kurang.,id
Jirani yangu ana roho nzuri kama malaika,Jirani yangu ni mkarimu na mwenye upendo,Jirani yangu ni mkatili na mouvu,sw
The cheerleader had the depth of the bottom of the ocean.,The cheerleader was profound.,The cheerleader was superficial.,en_dev
Dia memelukku seakan-akan aku adalah ibunya.,Dia memelukku dengan erat.,Dia memelukku dengan enggan.,id
Ajínasẹ̀,Ènìyàn tí ó ṣiṣẹ́ kárakára,Ọ̀lẹ tí kì í ṣiṣẹ́,yo
Pernikahan mah ti jaman baheula gé asaan pasti aya anu siga mayit dibéré formalin,Pernikahan mah aya nu awét,Pernikahan mah aya nu teu awét.,su
"Winginane aku ketemu Mbak Dewi, rupane kaya cak ning","Winginane aku ketemu Mbak Dewi, wajahe ayu","Winginane aku ketemu Mbak Dewi, wajahe elek",jv
Àbẹ̀ún kó sí́ aṣọ tuntun tó rà,Àbẹ̀ún wọ aṣọ díẹ̀,Àbẹ̀ún wọ aṣọ púpọ̀,yo
People I help on Mturk are as grateful as hungry swine,Requesters aren't grateful.,Requesters are grateful.,en_dev
"Kanggo dheweke, uripe kaya ndeleng pemandangan sing apik",Uripe seneng,Uripe sengsara,jv
Karpet anyar teh warnana jiga gulali,Karpet anyar teh warnana cerah,Karpet anyar teh warnana poek.,su
ಈ ಕೆಲಸವು ಟೈಪಿಂಗ್ ನಂತೆ ಗೊಂದಲವಾಗಿದೆ,ಈ ಕೆಲಸ ಗೊಂದಲವಾಗಿಲ್ಲ,ಈ ಕೆಲಸ ಗೊಂದಲಮಯವಾಗಿದೆ,kn
Manehna angkat liburan nganggo manuk beusi.,Manehna angkat liburan nganggo pesawat.,Manehna angkat liburan nganggo motor,su
Skripsi bagi sebagian besar mahasiswa adalah kuntilanak yang membuat mereka kabur menjauhinya.,Skrisi bagi sebagian mahasiswa adalah hal menakutkan yang dihindari.,Skrisi bagi sebagian mahasiswa adalah sesuatu yang harus dihadapi agar bisa melanjutkan hidup ke level yang lebih tinggi.,id
Barudak jaman ayeuna mah bajuna siga leupeut daun kalapa,Barudak jaman ayeuna mah bajuna merecet,Barudak jaman ayeuna mah bajuna logor.,su
The ice cream is as delicious as sawdust.,The ice cream tastes terrible.,The ice cream tastes wonderful.,en_dev
Ejò lọ́wọ́ nínú ọ̀rọ̀ yìí,Ọ̀rọ̀ yìí kàn rí bẹ́ẹ̀ ni,Ọ̀rọ̀ yìí kò kàn rí bẹ́ẹ̀ lásán,yo
Nilifura kama andazi nilipolazimishwa kuenda kwenda Naivasha,Nilikasirika wazazi waliponilazimishwa kwenda Naivasha,Nilifurahia wazazi waliponishauri kwenda Naivasha,sw
Dia beribadah seperti akan mati esok hari.,Dia beribadah dengan khusyuk.,Dia beribadah dengan asal.,id
Mdoli unatunzwa vibaya kama takataka,Hatunzi vizuri mdoli wake,Anatunza vizuri mdoli wake,sw
ಆತನು  ದರೋಡೆಕೋರನಂತೆ ಅಪಾಯಕಾರಿಯಾಗಿದ್ದಾನೆ,ಆತನು ಅಪಾಯಕಾರಿಯಾಗಿಲ್ಲ,ಆತನು ಅಪಾಯಕಾರಿಯಾಗಿದ್ದಾನೆ,kn
mapigo hayo ni duni,mapigo hayo ni machache,mapigo hayo ni mengi,sw
Sinema za Nairobi zina bei ghali kama dhahabu,Sinema za Nairobi zina bei ghali sana,Sinema za Nairobi si za be ghali,sw
Dadi guru saiki iku ibarat mlaku munggah gunung,Dadi guru saiki iku ibarat soro,Dadi guru saiki iku ibarat penak,jv
Pikiran babaturan urang mah kawas nu karek beres mandi.,Pikiran babaturan beresih.,Pikiran babaturan kotor,su
ಇದು  ಸೂಪ್ ನಂತೆ ತಣ್ಣಗಿತ್ತು,ಆ ವಸ್ತು ತಣ್ಣಗಿರಲಿಲ್ಲ,ಆ ವಸ್ತು ತಣ್ಣಗಿತ್ತು,kn
ಅವಳು ಬಾರ್ಬಿಯಂತೆ ಸುಂದರವಾಗಿರುವಳು,ಅವಳು ಸುಂದರವಾಗಿರುವಳು,ಅವಳು ಸುಂದರವಾಗಿಲ್ಲ,kn
The house is as fragile as steel,The house is strong,The house is weak,en_dev
Bàbá àgbà tẹ́rígbaṣọ lẹ́yìn ìnáwó tí a ṣe lánàá,Bàbá Àgbà ti kú,Bàbá Àgbà ti wo aṣọ tuntun,yo
Pandemi Covid-19 membuat gaya hidup masyarakat bagai timbangan yang bergerak sejajar.,Pandemi Covid-19 membuat gaya hidup masyarakat stabil.,Pandemi Covid-19 membuat gaya hidup masyarakat kekurangan.,id
She was as jumpy as a yogi,She was very calm.,She was very anxious.,en_dev
Dè̀jì kò dáhun rí,Dèjì ni ó dá gbogbo ọ̀rọ̀ náà sílẹ̀,Dèjì kò mọ nǹkan nípa ọ̀rọ̀ náà,yo
John's brain is A snail,John processes things very slowly,John is good at calculations,en_dev
Ardhi ilikuwa kama mvua ya msimu ya baridi.,Ardhi ilikuwa tasa.,Ardhi ilikuwa tija.,sw
Mama Aziza na dada yake walikuwa usiku na mchana,Mama Aziza na dada yake walikuwa tofauti sana,Mama Aziza na dada yake walifanana sana,sw
Olùdíje náà sáré bí i atẹ́gùn,Olùdíje mọ eré sá gan,Olùdíje náà kò sáré ba ṣe fẹ́,yo
He shined like the stars,He shined brightly.,He was dull and didn't shine at all.,en_dev
Hao ni ulimi na meno.,Walikuwa marafiki wazuri.,Walikuwa maadui.,sw
Badannya seperti gitar Spanyol.,Badannya seksi.,Badannya gemuk.,id
Ilé àwòdamiẹnu ni ilé tí bàbá mi kọ́,Ilé tí bàbá mi kọ́ rẹwà gan,Ilé tí bàbá mi kọ́ ti wó,yo
Hargi sewa mobil di dieu saharga biaya naek beca.,Hargi sewa mobil di dieu mirah.,Hargi sewa mobil di dieu awis,su
Mama Otis alipenda busu la mumewe kama Mungu apendavyo dhambi,Mama Otis hakupenda busu la mumewe,Mama Otis alipenda busu la mumewe,sw
ಆ ಚಟವೂ ಧೂಮಪಾನದಂತೆ ಅಪಾಯಕಾರಿ,ಆ ಚಟವೂ ಅಪಾಯಕಾರಿ,ಆ ಚಟವೂ ಅಪಾಯಕಾರಿಯಲ್ಲ,kn
ಆ ಜಾಗದಲ್ಲಿ ಆಟದ ಮೈದಾನದಂತೆ ಭಯವಾಗುತ್ತದೆ,ಆ ಜಾಗದಲ್ಲಿ ಭಯವಾಗುವುದಿಲ್ಲ,ಆ ಜಾಗದಲ್ಲಿ ಭಯವಾಗುತ್ತದೆ,kn
Alájẹ fẹnu pamọ́ ni àwọn tó wá sí ibi ìnáwó wa lánàá,Alájẹ jù ni àwọn tọ́ wá sí ibi ìnáwó wa lánàá,Àwọn tọ́ wá sí ibi ìnáwó wa lánàá wọn ò rí óunjẹ jẹ,yo
Kulitnya seperti kristal.,Kulitnya mulus bercahaya.,Kulitnya berpori-pori besar dan bertekstur.,id
Buruan tatangga teh meuni saluas lapangan bola,Buruan tatanga luas,Buruan tatanga heurin.,su
The melody sounded like a child's first learning to play the piano.,The melody was simplistic and randomly thrown together.,"The melody was complex, beautiful, and had the feel of a classic work of art.",en_dev
Tìmílẹ́yìn kógo já níbi ìdánwò àṣekágbá,Tímìlẹ́yìn ṣe àṣeyọrí,Tímìlẹ́yìn ṣe òfò,yo
राम के अभिषेक की बात सुनकर कौशल्या का अंग-अंग सूखने लगा ।,राम के अभिषेक की बात सुनकर कौशल्या बहुत दुखी हुई ।,राम के अभिषेक की बात सुनकर कौशल्या बहुत प्रसन्न हुई ।,hi
Alikuwa na bahati kama ya mwizi ambaye arobaini zake zimewadia,"Hakuwa na bahati, akakosa nafasi ya kusomea ulaya",Alibahatika kupata udhamini wa kusomea Ulaya,sw
"Jika kamu berminat untuk mencalonkan diri sebagai presiden, kamu harus mengalahkan kandidat dari Partai X yang elektabilitasnya jongkok.","Jika kamu berminat untuk mencalonkan diri sebagai presiden, kamu harus mengalahkan kandidat dari Partai X yang elektabilitasnya rendah.","Jika kamu berminat untuk mencalonkan diri sebagai presiden, kamu harus mengalahkan kandidat dari Partai X yang elektabilitasnya tinggi.",id
Hawane awan iki kaya dolan menyang gurun,Hawane awan iki panas,Hawane awan iki adhem,jv
Àwọn ikọ̀ Nàìjíríà ti kó igbá wọlé níbí ìdíje ife ẹ̀yẹ àgbáyé,Ikọ̀ Nàìjíríà hùwà ìbàjẹ́ níbi ìdíje ife ẹ̀yẹ àgbáyé,Ikọ̀ Nàìjíríà ṣe dáadáa níbi ìdíje ife ẹ̀yẹ àgbáyé,yo
उसके सपने पतझड़ के पत्तों से हो गए। ,उसके सपने टूट गए। ,उसके सपने पुरे हो रहे हैं। ,hi
The champagne has the effervescence of an antacid tablet.,The champagne is bubbly.,The champagne is flat.,en_dev
ವಾತಾವರಣವೂ ಮಳೆಗಾಲದಂತೆ ಬೆಚ್ಚಗಿದೆ.,ವಾತಾವರಣವೂ ಬೆಚ್ಚಗಿಲ್ಲ,ವಾತಾವರಣವೂ ಬೆಚ್ಚಗಿದೆ,kn
Motor iku yen ditumpaki wis kaya jet,Motor iku yen ditumpaki cepet banget,Motor iku yen ditumpaki alon banget,jv
ಆತನು ಮಗುವಿನಂತೆ ಹುಡುಗಾಟಿಕೆ ಬುದ್ದಿಯವನು,ಆತನು ಹುಡುಗಾಟಿಕೆ ಬುದ್ದಿಯವನು,ಆತನು ಹುಡುಗಾಟಿಕೆ ಬುದ್ದಿಯವನಲ್ಲ,kn
Wọ́n ń fòrí pa Rẹ̀mí lórí,Wọ́n ń fi Rẹ̀mí sílẹ̀ láìbáwí,Wọ́n ń bá Rẹ̀mí wí gidigidi,yo
The wind chimes had the tone of children laughing.,The wind chimes sound pleasing.,The wind chimes sound harsh.,en_dev
ಅವರು ರೈತರಂತೆ ವೈಭವದ ಜೀವನ ನಡೆಸುತ್ತಾರೆ,ಅವರು ವೈಭವದ ಜೀವನ ನಡೆಸುತ್ತಿಲ್ಲ,ಅವರು ವೈಭವದ ಜೀವನ ನಡೆಸುತ್ತಾರೆ,kn
Mbak e nduweni awak kaya gitar spanyol,Mbak e nduweni awak dhuwur langsing,Mbak e nduweni awak pendek lemu,jv
Kecepatannya dalam menyerap materi seperti kura-kura berjalan.,Kecepatannya dalam menyerap materi sangat lambat.,Kecepatannya dalam menyerap materi sangat cepat.,id
तुम्हारी गरीबी मेरे टुकड़ों पर चल रही है। ,तुम मेरी वजह से गरीब हो। ,तुम मेरी वजह से अमीर हो। ,hi
Wao huwa waangalifu kama walevi wanapovuka barabara,Huwa wanakaidi ushauri wa kuwa waangalifu wanapovuka barabara,Tunashauriwa tuwe waangalifu tulivuka barabara,sw
Rumah itu sebesar lapangan bola.,Rumahnya luas.,Rumahnya sempit.,id
Berita tentang resesi 2023 seolah jamur yang tumbuh di musim hujan.,Berita tentang resesi 2023 sangat sering diberitakan.,Berita tentang resesi 2023 sangat jarang diberitakan.,id
Àmọ̀pé mí gúlegúle bí i ajá tí ẹbí pa,Àmọ̀pé yára mí lọ sókè sílẹ̀,Àmọ̀pé mí lẹ́ẹ̀kan ṣoṣo,yo
Àdìgún ti ń fẹ́wọ́ láti kékeré,Àdìgún ti ra bàtà tuntun,Àdìgún ti ń jalè,yo
ಆ ವ್ಯಕ್ತಿ ಶಿಕ್ಷಕರಂತೆ ಆದರ್ಶ ವ್ಯಕ್ತಿಯಾಗಿದ್ದರು,ಅವರು ಆದರ್ಶ ವ್ಯಕ್ತಿ,ಅವರು ಆದರ್ಶ ವ್ಯಕ್ತಿಯಲ್ಲ,kn
"Bagaikan kacang lupa kulitnya, semenjak dia pindah ke negeri orang.",Di luar negeri dia lupa dengan tanah airnya.,Di luar negeri dia selalu merindu tanah air.,id
"Wis dididik, diajari sampe sukses, bocah kuwi kaya kacang","Wis dididik, diajari sampe sukses, bocah kuwi kaya lali asal muasale","Wis dididik, diajari sampe sukses, bocah kuwi kaya iling asale",jv
Lia lan adhine kaya lenga karo banyu,Lia lan adhine musuhan,Lia lan adhine rukun,jv
Àmọ̀pé ṣépè fún gbogbo àwọn tí wọ́n diwọ́ disẹ̀ sínú,Àmọ̀pé rawọ́ ẹ̀bẹ̀ sí Olódùmarè fún gbogbo àwọn ọmọdé,Àmọ̀pé rawọ́ ẹ̀bẹ̀ sí Olódùmarè fún gbogbo àwọn tí wọ́n lóyún,yo
Maisha yake ni kama bajeti ya nchi,Maisha yake yana mwelekeo,Maisha yake hayana mwelekeo,sw
He is as spiritual as a buddha,He is very religious,He is not religious,en_dev
कमरे मेंलाइब्रेरी सी ख़ामशी थी। ,कमरे में कोई शोर नहीं है। ,कमरे में बहुत शोर है। ,hi
ಅವನು ಸೇವಕನಷ್ಟು ಪ್ರಭಾವಶಾಲಿ.,ಅವನು ಪ್ರಭಾವಶಾಲಿ ಅಲ್ಲ,ಅವನು ಪ್ರಭಾವಶಾಲಿ,kn
Haya mambo nimeyafungia mkanda,Haya mambo ninayafuatilia,Haya mambo nimeyaacha,sw
Ditolak manehna umpama hate dikeureut peso,Ditolak manehna meuni nyeri,Ditolak manehna meuni gumbira.,su
ಆ ಕಟ್ಟಡವು ಶಾಪಿಂಗ್ ಮಾಲ್ ನಂತೆ ಐತಿಹಾಸಿಕವಾಗಿದೆ,ಆ ಕಟ್ಟಡವು ಐತಿಹಾಸಿಕವಾಗಿಲ್ಲ,ಆ ಕಟ್ಟಡವು ಐತಿಹಾಸಿಕವಾಗಿದೆ,kn
ಈ ಭೂಮಿಯು ವ್ಯವಸಾಯದ ನೆಲದಂತೆ ಫಲವತ್ತತೆಯಾಗಿದೆ,ಈ ಭೂಮಿಯು ಫಲವತ್ತತೆಯಾಗಿದೆ,ಈ ಭೂಮಿಯು ಫಲವತ್ತತೆಯಾಗಿಲ್ಲ,kn
ಈ ದೇಹಕ್ಕೆ ಆಲ್ಕೋಹಾಲ್ ಅತಿ ಅವಶ್ಯಕವಾಗಿದೆ,ಈ ದೇಹಕ್ಕೆ ನೀರು ಅತಿ ಅವಶ್ಯಕವಾಗಿಲ್ಲ,ಈ ದೇಹಕ್ಕೆ ನೀರು ಅತಿ ಅವಶ್ಯಕವಾಗಿದೆ,kn
The monkey was a modern edison,The monkey was smart,The monkey was dumb,en_dev
Saudari perempuan saya lain lagi. Dia adalah kembang desa yang diperebutkan oleh kumbang-kumbang rupawan.,Saudari perempuan saya lain lagi. Dia adalah cantik jelita.,Saudari perempuan saya lain lagi. Dia adalah buruk rupa.,id
Awake kaya bal basket,Awake gedi,Awake dowo kuru,jv
Rumahnya tampak bagaikan rumah tak berpenghuni.,Rumahnya tak terurus.,Rumahnya indah.,id
Walikimbia kama moshi ya tanuru.,Walikimbia juu ya kilima.,Walikimbia chini ya kilima.,sw
Qatar imeng'aa kama soko la Gikomba kwa ajili ya kombe la dunia,Qatar haijang'aa sana kwa kombe la dunia,Qatar imeng'aa kwa ajili ya kombe la dunia,sw
"मेरी खोपड़ी मत खाओ, जाओ यहाँ से।",मुझे तंग मत करो। ,मेरा सामान मत लिजाओ। ,hi
"Ning kuthaku, wong kang mbangun pabrik kaya ngitung driji tangan siji","Ning kuthaku, wong kang mbangun pabrik sitik","Ning kuthaku, wong kang mbangun pabrik akeh",jv
Kowe apa wis mangan? Kok polahmu kaya kucing luwe,Kowe apa wis mangan? Kok polahmu kaya lemes banget,Kowe apa wis mangan? Kok polahmu kaya beringas,jv
मोहन को दो रोटियाँ देना तो ऊँट के मुँह में तरबूज देने के समान है।,दो रोटियों से मोहन का पेट आराम से भर जाता है। ,दो रोटियों से मोहन का पेट बिलकुल नहीं भर सकता है। ,hi
दोस्ती एक फलदार वृक्ष है।,दोस्ती मददगार होती है।,दोस्ती नुकसान दायक होती है।,hi
mpenzi wangu ni njiwa,ni mwaminifu,ni mwongo,sw
Yen nyawang mripate Sari kaya ndamar kanginan,Yen nyawang mripate Sari blalak-blalak,Yen nyawang mripate Sari sipit,jv
उससे झगड़ा लेकर व्यर्थ ही कागज़ सिर पर मत धरो।,उससे झगड़ा कर व्यर्थ ही अपना समय बर्बाद ना करो।,उससे झगड़ा कर व्यर्थ ही विपत्ति मोल मत लो ।,hi
मैं उड़ने वाले जहाज जितना कमाल हूँ।,मैं हकीकत में जीता हूँ। ,मैं सपनों में जीता हूँ। ,hi
Àgbẹ̀ náà pa gbogbo ọmọ tí igi nàá bí lánàá,Àgbẹ̀ náà ò ká èso kankan lóri igi nàá,Àgbẹ̀ náà ti ká gbogbo èso tó wà lóri igi nàá,yo
Pangalaman hirup bisa ngajadikeun sipat manusa kawas sumbu nu gampang kaduruk,Pangalaman hirup bisa ngajadikeun aambekan,Pangalaman hirup bisa ngajadikeun sabar.,su
The facts verified the case like A thief's lies,The facts were unreliable,The facts were solid and supported the case,en_dev
Lagaknya seperti anak sultan.,Sikapnya angkuh.,Sikapnya rendah diri.,id
hirup kawas murag bulu bitis.,hirup kawas bebas.,hirup kawas kakekang,su
Dia memasak seperti sedang mengikuti kompetisi Masterchef.,Dia memasak dengan sungguh-sungguh.,Dia memasak dengan asal.,id
Ìgbín ni Ìdòwú,Ìdòwú yára,Ìdòwú lọ́ra,yo
Rafiki yake amekunywa maji ya bendera,Rafiki yake hapendi njia haramu,Rafiki yake anapenda njia haramu,sw
