anchor,positive,negative,lang
ಆಕೆಯ ರಾಗವು ಹಾಡುಗಾರ್ತಿಯಷ್ಟು ಇಂಪಾಗಿದೆ,ಆಕೆಯ ರಾಗವು ಇಂಪಾಗಿದೆ,ಆಕೆಯ ರಾಗವು ಇಂಪಾಗಿಲ್ಲ,kn
ಆಕೆಯ ರಾಗವುನೃತ್ಯಗಾರನಷ್ಟುಇಂಪಾಗಿದೆ,ಆಕೆಯ ರಾಗವು ಇಂಪಾಗಿಲ್ಲ,ಆಕೆಯ ರಾಗವು ಇಂಪಾಗಿದೆ,kn
ಈ ವಾಹನವು ಎತ್ತಿನಗಾಡಿಯಂತೆ ವೇಗವಾಗಿದೆ,ಈ ವಾಹನವು ವೇಗವಾಗಿದೆ,ಈ ವಾಹನವು ವೇಗವಾಗಿಲ್ಲ,kn
ಈ ವಾಹನವು ಜೆಟ್ ನಂತೆ ವೇಗವಾಗಿದೆ,ಈ ವಾಹನವು ವೇಗವಾಗಿಲ್ಲ,ಈ ವಾಹನವು ವೇಗವಾಗಿದೆ,kn
ಇವನು ಮಗುವಿನಷ್ಟು ಖುಷಿಯಾಗಿದ್ದಾನೆ,ಇವನು ಖುಷಿಯಾಗಿದ್ದಾನೆ,ಇವನು ಖುಷಿಯಾಗಿಲ್ಲ,kn
ಇವನು  ವಯಸ್ಕನಷ್ಟು ಖುಷಿಯಾಗಿದ್ದಾನೆ,ಇವನು ಖುಷಿಯಾಗಿಲ್ಲ,ಇವನು ಖುಷಿಯಾಗಿದ್ದಾನೆ,kn
ಅವನು ಆನೆಯಂತೆ ದೊಡ್ಡದಾಗಿದ್ದಾನೆ,ಅವನು ದೊಡ್ಡದಾಗಿದ್ದಾನೆ,ಅವನು ದೊಡ್ಡದಾಗಿಲ್ಲ,kn
ಅವನು ಇರುವೆಯಂತೆ ದೊಡ್ಡದಾಗಿದ್ದಾನೆ,ಅವನು ದೊಡ್ಡದಾಗಿಲ್ಲ,ಅವನು ದೊಡ್ಡದಾಗಿದ್ದಾನೆ,kn
ಆಕೆ ದೇವತೆಯಂತೆ ಪೂಜ್ಯನೀಯವಾಗಿರುವಳು,ಆಕೆ ಪೂಜ್ಯನೀಯವಾಗಿರುವಳು,ಆಕೆ ಪೂಜ್ಯನೀಯವಾಗಿಲ್ಲ,kn
ಆಕೆ ದೆವ್ವದಂತೆ ಪೂಜ್ಯನೀಯವಾಗಿರುವಳು,ಆಕೆ ಪೂಜ್ಯನೀಯವಾಗಿಲ್ಲ,ಆಕೆ ಪೂಜ್ಯನೀಯವಾಗಿರುವಳು,kn
ಆ ಕಟ್ಟಡವು ಬಂಗಲೆಯಂತೆ ಐಷಾರಾಮಿಯಾಗಿದೆ,ಆ ಕಟ್ಟಡವು ಐಷಾರಾಮಿಯಾಗಿದೆ,ಆ ಕಟ್ಟಡವು ಐಷಾರಾಮಿಯಾಗಿಲ್ಲ,kn
ಆ ಕಟ್ಟಡವು ಗುಡಿಸಲಿನಂತೆ ಐಷಾರಾಮಿಯಾಗಿದೆ,ಆ ಕಟ್ಟಡವು ಐಷಾರಾಮಿಯಾಗಿಲ್ಲ,ಆ ಕಟ್ಟಡವು ಐಷಾರಾಮಿಯಾಗಿದೆ,kn
ಈ ಹಣ್ಣು ಕಬ್ಬಿನಂತೆ ರಸಮಯವಾಗಿದೆ,ಈ ಹಣ್ಣು ರಸಮಯವಾಗಿದೆ,ಈ ಹಣ್ಣು ರಸಮಯವಾಗಿಲ್ಲ,kn
ಈ ಹಣ್ಣು ಸೀಬೆಯಂತೆ ರಸಮಯವಾಗಿದೆ,ಈ ಹಣ್ಣು ರಸಮಯವಾಗಿಲ್ಲ,ಈ ಹಣ್ಣು ರಸಮಯವಾಗಿದೆ,kn
ಅವನು ಅಂಬಾನಿಯಂತೆ ಶ್ರೀಮಂತ,ಅವನು ಶ್ರೀಮಂತ,ಅವನು ಶ್ರೀಮಂತನಲ್ಲ,kn
ಅವನು ಭಿಕ್ಷುಕನಂತೆ ಶ್ರೀಮಂತ,ಅವನು ಶ್ರೀಮಂತನಲ್ಲ,ಅವನು ಶ್ರೀಮಂತ,kn
ಆ ಎಣ್ಣೆ ತೆಂಗಿನ ಎಣ್ಣೆಯಷ್ಟು ಸ್ನಿಗ್ಧವಾಗಿದೆ,ಆ ಎಣ್ಣೆ ಸ್ನಿಗ್ಧವಾಗಿದೆ,ಆ ಎಣ್ಣೆ ಸ್ನಿಗ್ಧವಾಗಿಲ್ಲ,kn
ಆ ಎಣ್ಣೆ ಹರಳೆಣ್ಣೆಯಷ್ಟು ಸ್ನಿಗ್ಧವಾಗಿದೆ,ಆ ಎಣ್ಣೆ ಸ್ನಿಗ್ಧವಾಗಿಲ್ಲ,ಆ ಎಣ್ಣೆ ಸ್ನಿಗ್ಧವಾಗಿದೆ,kn
ಶಕ್ತಿಯು ಸೂರ್ಯನ ಶಕ್ತಿಯಂತೆ ಅನಿಯಮಿತವಾಗಿದೆ,ಶಕ್ತಿಯು ಅನಿಯಮಿತವಾಗಿದೆ,ಶಕ್ತಿಯು ಅನಿಯಮಿತವಾಗಿಲ್ಲ,kn
ಶಕ್ತಿಯು ವಿದ್ಯುತ್ ಶಕ್ತಿಯಂತೆ ಅನಿಯಮಿತವಾಗಿದೆ,ಶಕ್ತಿಯು ಅನಿಯಮಿತವಾಗಿಲ್ಲ,ಶಕ್ತಿಯು ಅನಿಯಮಿತವಾಗಿದೆ,kn
ಅವನು ನಾಯಿಯಂತೆ ಪ್ರಾಮಾಣಿಕ ಗುಣ ಹೊಂದಿದ್ದನು.,ಅವನು ಪ್ರಾಮಾಣಿಕ ಗುಣ ಹೊಂದಿದ್ದನು.,ಅವನು ಪ್ರಾಮಾಣಿಕ ಗುಣ ಹೊಂದಿಲ್ಲ,kn
ಅವನು ನರಿಯಂತೆ ಪ್ರಾಮಾಣಿಕ ಗುಣ ಹೊಂದಿದ್ದನು.,ಅವನು ಪ್ರಾಮಾಣಿಕ ಗುಣ ಹೊಂದಿಲ್ಲ,ಅವನು ಪ್ರಾಮಾಣಿಕ ಗುಣ ಹೊಂದಿದ್ದನು.,kn
ಆಕೆ ಟಾಪರ್ ನಷ್ಟು ಮಹೊನ್ನತವಾಗಿದ್ದಾಳೆ,ಆಕೆ ಮಹೊನ್ನತವಾಗಿದ್ದಾಳೆ,ಆಕೆ ಮಹೊನ್ನತವಾಗಿಲ್ಲ,kn
ಆಕೆ ಸಾಮಾನ್ಯ ವಿದ್ಯಾರ್ಥಿಯಷ್ಟು ಮಹೊನ್ನತವಾಗಿದ್ದಾಳೆ,ಆಕೆ ಮಹೊನ್ನತವಾಗಿಲ್ಲ,ಆಕೆ ಮಹೊನ್ನತವಾಗಿದ್ದಾಳೆ,kn
ಅವನು ವಿಜ್ನಾನಿಯಷ್ಟು ಪ್ರಾಯೋಗಿಕ ವ್ಯಕ್ತಿ,ಅವನು ಪ್ರಾಯೋಗಿಕ ವ್ಯಕ್ತಿ,ಅವನು ಪ್ರಾಯೋಗಿಕ ವ್ಯಕ್ತಿಯಲ್ಲ,kn
ಅವನು ಕವಿಯಷ್ಟು ಪ್ರಾಯೋಗಿಕ ವ್ಯಕ್ತಿ,ಅವನು ಪ್ರಾಯೋಗಿಕ ವ್ಯಕ್ತಿಯಲ್ಲ,ಅವನು ಪ್ರಾಯೋಗಿಕ ವ್ಯಕ್ತಿ,kn
ಆ ಹರಳು ರತ್ನದಂತೆ ಬೆಲೆಬಾಳುವಂತದ್ದು,ಆ ಹರಳು ಬೆಲೆಬಾಳುವಂತದ್ದು,ಆ ಹರಳು ಬೆಲೆಬಾಳುವಂತದ್ದಲ್ಲ,kn
ಆ ಹರಳು ಕಲ್ಲಿನಂತೆ ಬೆಲೆಬಾಳುವಂತದ್ದು,ಆ ಹರಳು ಬೆಲೆಬಾಳುವಂತದ್ದಲ್ಲ,ಆ ಹರಳು ಬೆಲೆಬಾಳುವಂತದ್ದು,kn
ಅದು ಬೆಳ್ಳನೆಯ ಮೋಡದಂತೆ ಬಿಳುಪಾಗಿತ್ತು,ಅದು ಬಿಳುಪಾಗಿತ್ತು,ಅದು ಬಿಳುಪಾಗಿಲ್ಲ,kn
ಅದು ಕಪ್ಪು ಹಲಗೆಯಂತೆ ಬಿಳುಪಾಗಿತ್ತು,ಅದು ಬಿಳುಪಾಗಿಲ್ಲ,ಅದು ಬಿಳುಪಾಗಿತ್ತು,kn
ಅವಳು ಹೂವಿನಷ್ಟು ತಾಜಾವಾಗಿದ್ದಾಳೆ,ಅವಳು ತಾಜಾವಾಗಿದ್ದಾಳೆ,ಅವಳು ತಾಜಾವಾಗಿಲ್ಲ,kn
ಅವಳು ಒಣಗಿದ ಎಲೆಯಷ್ಟು ತಾಜಾವಾಗಿದ್ದಾಳೆ,ಅವಳು ತಾಜಾವಾಗಿಲ್ಲ,ಅವಳು ತಾಜಾವಾಗಿದ್ದಾಳೆ,kn
ಅವನು ಜಿಮ್ ವ್ಯಕ್ತಿಯಂತೆ ಆಕರ್ಷಕ ದೇಹವನ್ನು ಹೊಂದಿದ್ದಾನೆ,ಅವನು ಆಕರ್ಷಕ ದೇಹವನ್ನು ಹೊಂದಿದ್ದಾನೆ,ಅವನು ಆಕರ್ಷಕ ದೇಹವನ್ನು ಹೊಂದಿಲ್ಲ,kn
ಅವನು ಸ್ಥೂಲಕಾಯನಂತೆ ಆಕರ್ಷಕ ದೇಹವನ್ನು ಹೊಂದಿದ್ದಾನೆ,ಅವನು ಆಕರ್ಷಕ ದೇಹವನ್ನು ಹೊಂದಿಲ್ಲ,ಅವನು ಆಕರ್ಷಕ ದೇಹವನ್ನು ಹೊಂದಿದ್ದಾನೆ,kn
ಅವಳು ಬಾರ್ಬಿಯಂತೆ ಸುಂದರವಾಗಿರುವಳು,ಅವಳು ಸುಂದರವಾಗಿರುವಳು,ಅವಳು ಸುಂದರವಾಗಿಲ್ಲ,kn
ಅವಳು ಮಿಕ್ಕಿಯಂತೆ ಸುಂದರವಾಗಿರುವಳು,ಅವಳು ಸುಂದರವಾಗಿಲ್ಲ,ಅವಳು ಸುಂದರವಾಗಿರುವಳು,kn
ಆ ನೀರು ಫಿಲ್ಟರ್ ನೀರಿನಂತೆ ಶುಚಿಯಾಗಿದೆ,ಆ ನೀರು ಶುಚಿಯಾಗಿದೆ,ಆ ನೀರು ಶುಚಿಯಾಗಿಲ್ಲ,kn
ಆ ನೀರು ಕೊಚ್ಚೆ ನೀರಿನಂತೆ ಶುಚಿಯಾಗಿದೆ,ಆ ನೀರು ಶುಚಿಯಾಗಿಲ್ಲ,ಆ ನೀರು ಶುಚಿಯಾಗಿದೆ,kn
ಆತನು ಮಗುವಿನಂತೆ ಹುಡುಗಾಟಿಕೆ ಬುದ್ದಿಯವನು,ಆತನು ಹುಡುಗಾಟಿಕೆ ಬುದ್ದಿಯವನು,ಆತನು ಹುಡುಗಾಟಿಕೆ ಬುದ್ದಿಯವನಲ್ಲ,kn
ಆತನು ವಯಸ್ಕನಂತೆ ಹುಡುಗಾಟಿಕೆ ಬುದ್ದಿಯವನು,ಆತನು ಹುಡುಗಾಟಿಕೆ ಬುದ್ದಿಯವನಲ್ಲ,ಆತನು ಹುಡುಗಾಟಿಕೆ ಬುದ್ದಿಯವನು,kn
ಅವನು ಹಾಸ್ಯಗಾರನಂತೆ ಹಾಸ್ಯಾಸ್ಪದವಾಗಿದ್ದನು,ಅವನು ಹಾಸ್ಯಾಸ್ಪದವಾಗಿದ್ದನು,ಅವನು ಹಾಸ್ಯಾಸ್ಪದವಾಗಿಲ್ಲ,kn
ಅವನು ಪ್ರಾಧ್ಯಾಪಕನಂತೆ ಹಾಸ್ಯಾಸ್ಪದವಾಗಿದ್ದನು,ಅವನು ಹಾಸ್ಯಾಸ್ಪದವಾಗಿಲ್ಲ,ಅವನು ಹಾಸ್ಯಾಸ್ಪದವಾಗಿದ್ದನು,kn
ಆ ತಿಂಡಿ ಡೊನಟ್ ನಂತೆ ಮೃದುವಾಗಿದೆ,ಆ ತಿಂಡಿ ಮೃದುವಾಗಿದೆ,ಆ ತಿಂಡಿ ಮೃದುವಾಗಿಲ್ಲ,kn
ಆ ತಿಂಡಿ ಸ್ಮೂತಿಯಂತೆ ಮೃದುವಾಗಿದೆ,ಆ ತಿಂಡಿ ಮೃದುವಾಗಿಲ್ಲ,ಆ ತಿಂಡಿ ಮೃದುವಾಗಿದೆ,kn
ಆ ಸಂಗೀತವು ಕೇಳಲು ಇಂಪಾಗಿದೆ,ಆ ಸಂಗೀತವು ಕೇಳಲು ಇಂಪಾಗಿದೆ,ಆ ಸಂಗೀತವು ಕೇಳಲು ಇಂಪಾಗಿಲ್ಲ,kn
ಆ ಸಂಗೀತವು ಕೇಳಲು ಕರ್ಕಶವಾಗಿದೆ,ಆ ಸಂಗೀತವು ಕೇಳಲು ಇಂಪಾಗಿಲ್ಲ,ಆ ಸಂಗೀತವು ಕೇಳಲು ಇಂಪಾಗಿದೆ,kn
ಅವನು ತೆಳ್ಳಗಿನ ಮನುಷ್ಯನಂತೆ ಸಣ್ಣಗಿದ್ದಾನೆ,ಅವನು ಸಣ್ಣಗಿದ್ದಾನೆ,ಅವನು ಸಣ್ಣಗಿಲ್ಲ,kn
ಅವನು ಬೊಜ್ಜಿನ ಮನುಷ್ಯನಂತೆ ಸಣ್ಣಗಿದ್ದಾನೆ,ಅವನು ಸಣ್ಣಗಿಲ್ಲ,ಅವನು ಸಣ್ಣಗಿದ್ದಾನೆ,kn
ಈ ಆಟವು ಸ್ಕೂಬಾ ದಂತೆ ಸಾಹಸಮಯವಾಗಿದೆ,ಈ ಆಟವು ಸಾಹಸಮಯವಾಗಿದೆ,ಈ ಆಟವು ಸಾಹಸಮಯವಾಗಿಲ್ಲ,kn
ಈ ಆಟವು ಈಜಿನಂತೆ ಸಾಹಸಮಯವಾಗಿದೆ,ಈ ಆಟವು ಸಾಹಸಮಯವಾಗಿಲ್ಲ,ಈ ಆಟವು ಸಾಹಸಮಯವಾಗಿದೆ,kn
ಆಕೆಯು ಗೃಹಿಣಿಯಂತೆ ಸರಳವಾಗಿರುವಳು,ಆಕೆಯು ಸರಳವಾಗಿರುವಳು,ಆಕೆಯು ಸರಳವಾಗಿಲ್ಲ,kn
ಆಕೆಯು ಮಾಡೆಲ್ ನಂತೆಸರಳವಾಗಿರುವಳು,ಆಕೆಯು ಸರಳವಾಗಿಲ್ಲ,ಆಕೆಯು ಸರಳವಾಗಿರುವಳು,kn
ಆ ಪ್ರಾಣಿಯು ಹಾವಿನಂತೆ  ಉದ್ದವಾಗಿದೆ,ಆ ಪ್ರಾಣಿಯು ಉದ್ದವಾಗಿದೆ,ಆ ಪ್ರಾಣಿಯು ಉದ್ದವಾಗಿಲ್ಲ,kn
ಆ ಪ್ರಾಣಿಯು ಹಲ್ಲಿಯಂತೆ ಉದ್ದವಾಗಿದೆ,ಆ ಪ್ರಾಣಿಯು ಉದ್ದವಾಗಿಲ್ಲ,ಆ ಪ್ರಾಣಿಯು ಉದ್ದವಾಗಿದೆ,kn
ಅದು ಮೋಡದಂತೆ ತಟಸ್ತವಾಗಿದೆ,ಅದು ತಟಸ್ತವಾಗಿದೆ,ಅದು ತಟಸ್ತವಾಗಿಲ್ಲ,kn
ಅದು ಬಂಡೆಯಂತೆ ತಟಸ್ತವಾಗಿದೆ,ಅದು ತಟಸ್ತವಾಗಿಲ್ಲ,ಅದು ತಟಸ್ತವಾಗಿದೆ,kn
ವಾತಾವರಣವೂ  ಚಳಿಗಾಲದಂತೆ ತಣ್ಣಗಿದೆ,ವಾತಾವರಣವೂ ತಣ್ಣಗಿದೆ,ವಾತಾವರಣವೂ ತಣ್ಣಗಿಲ್ಲ,kn
ವಾತಾವರಣವೂ  ಬೇಸಿಗೆಯಂತೆ ತಣ್ಣಗಿದೆ,ವಾತಾವರಣವೂ ತಣ್ಣಗಿಲ್ಲ,ವಾತಾವರಣವೂ ತಣ್ಣಗಿದೆ,kn
ವಾತಾವರಣವೂ ಬೇಸಿಗೆಯಂತೆ ಬೆಚ್ಚಗಿದೆ,ವಾತಾವರಣವೂ ಬೆಚ್ಚಗಿದೆ,ವಾತಾವರಣವೂ ಬೆಚ್ಚಗಿಲ್ಲ,kn
ವಾತಾವರಣವೂ ಮಳೆಗಾಲದಂತೆ ಬೆಚ್ಚಗಿದೆ.,ವಾತಾವರಣವೂ ಬೆಚ್ಚಗಿಲ್ಲ,ವಾತಾವರಣವೂ ಬೆಚ್ಚಗಿದೆ,kn
ಆ ಹುಡುಗ ಜಿರಾಫೆಯಂತೆ ಉದ್ದವಿದ್ದಾನೆ.,ಆ ಹುಡುಗ ಉದ್ದವಿದ್ದಾನೆ,ಆ ಹುಡುಗ ಉದ್ದವಿಲ್ಲ,kn
ಆ ಹುಡುಗ ಜಿಂಕೆಯಂತೆ ಉದ್ದವಿದ್ದಾನೆ,ಆ ಹುಡುಗ ಉದ್ದವಿಲ್ಲ,ಆ ಹುಡುಗ ಉದ್ದವಿದ್ದಾನೆ,kn
ಆ ಸಿನಿಮಾ ಲವ್ ಸ್ಟೋರಿಯಂತೆ  ನೇರವಾದ ಕಥೆಯನ್ನು ಹೊಂದಿದೆ,ಆ ಸಿನಿಮಾ ನೇರವಾದ ಕಥೆಯನ್ನು ಹೊಂದಿದೆ,ಆ ಸಿನಿಮಾ ನೇರವಾದ ಕಥೆಯನ್ನು ಹೊಂದಿಲ್ಲ,kn
ಆ ಸಿನಿಮಾ ಸಸ್ಪೆನ್ಸ್ ಥ್ರಿಲ್ಲರ್ನಂತೆ ನೇರವಾದ ಕಥೆಯನ್ನು ಹೊಂದಿದೆ,ಆ ಸಿನಿಮಾ ನೇರವಾದ ಕಥೆಯನ್ನು ಹೊಂದಿಲ್ಲ,ಆ ಸಿನಿಮಾ ನೇರವಾದ ಕಥೆಯನ್ನು ಹೊಂದಿದೆ,kn
ಅವನ ಕಣ್ಣುಗಳು ಆಕಾಶದಂತೆ ನೀಲಿ ಆಗಿದೆ,ಅವನ ಕಣ್ಣುಗಳು ನೀಲಿ ಆಗಿದೆ,ಅವನ ಕಣ್ಣುಗಳು ನೀಲಿ ಆಗಿಲ್ಲ,kn
ಅವನ ಕಣ್ಣುಗಳು ಚಂದಿರನಂತೆ ನೀಲಿ ಆಗಿದೆ,ಅವನ ಕಣ್ಣುಗಳು ನೀಲಿ ಆಗಿಲ್ಲ,ಅವನ ಕಣ್ಣುಗಳು ನೀಲಿ ಆಗಿದೆ,kn
ಸೈನಿಕರ ತೋಳು ಕಬ್ಬಿಣದಂತೆ  ಗಟ್ಟಿಯಾಗಿದೆ,ಸೈನಿಕರ ತೋಳು ಗಟ್ಟಿಯಾಗಿದೆ,ಸೈನಿಕರ ತೋಳು ಗಟ್ಟಿಯಾಗಿಲ್ಲ,kn
ಸೈನಿಕರ ತೋಳು ಪ್ಲಾಸ್ಟಿಕ್ ನಂತೆ ಗಟ್ಟಿಯಾಗಿದೆ,ಸೈನಿಕರ ತೋಳು ಗಟ್ಟಿಯಾಗಿಲ್ಲ,ಸೈನಿಕರ ತೋಳು ಗಟ್ಟಿಯಾಗಿದೆ,kn
ಈ ವಸ್ತುವೂ ಹೂವಿನಂತೆ ಸುಮಧುರ ವಾಸನೆ ಹೊಂದಿದೆ,ಈ ವಸ್ತುವೂ ಸುಮಧುರ ವಾಸನೆ ಹೊಂದಿದೆ,ಈ ವಸ್ತುವೂ ಸುಮಧುರ ವಾಸನೆ ಹೊಂದಿಲ್ಲ,kn
ಈ ವಸ್ತುವೂ  ಪ್ರಾಣಿಯಂತೆ ಸುಮಧುರ ವಾಸನೆ ಹೊಂದಿದೆ,ಈ ವಸ್ತುವೂ ಸುಮಧುರ ವಾಸನೆ ಹೊಂದಿಲ್ಲ,ಈ ವಸ್ತುವೂ ಸುಮಧುರ ವಾಸನೆ ಹೊಂದಿದೆ,kn
ಬ್ರಹ್ಮಾಂಡವು ಅಗಣಿತ ನಕ್ಷತ್ರಗಳನ್ನು ಹೊಂದಿದೆ,ಬ್ರಹ್ಮಾಂಡವು ಅಗಣಿತ ನಕ್ಷತ್ರಗಳನ್ನು ಹೊಂದಿದೆ,ಬ್ರಹ್ಮಾಂಡವು ಅಗಣಿತ ನಕ್ಷತ್ರಗಳನ್ನು ಹೊಂದಿಲ್ಲ,kn
ಬ್ರಹ್ಮಾಂಡವು ಅಗಣಿತ ಗ್ರಹಗಳನ್ನು ಹೊಂದಿದೆ,ಬ್ರಹ್ಮಾಂಡವು ಅಗಣಿತ ನಕ್ಷತ್ರಗಳನ್ನು ಹೊಂದಿಲ್ಲ,ಬ್ರಹ್ಮಾಂಡವು ಅಗಣಿತ ನಕ್ಷತ್ರಗಳನ್ನು ಹೊಂದಿದೆ,kn
ಅವನು ಕೆಲಸದಲ್ಲಿ ಕುದುರೆಯಂತೆ ಏಕಾಗ್ರತೆ ಹೊಂದಿದ್ದಾನೆ,ಅವನು ಕೆಲಸದಲ್ಲಿ ಏಕಾಗ್ರತೆ ಹೊಂದಿದ್ದಾನೆ,ಅವನು ಕೆಲಸದಲ್ಲಿ ಏಕಾಗ್ರತೆ ಹೊಂದಿಲ್ಲ,kn
ಅವನು ಕೆಲಸದಲ್ಲಿ ಎಮ್ಮೆಯಂತೆ ಏಕಾಗ್ರತೆ ಹೊಂದಿದ್ದಾನೆ,ಅವನು ಕೆಲಸದಲ್ಲಿ ಏಕಾಗ್ರತೆ ಹೊಂದಿಲ್ಲ,ಅವನು ಕೆಲಸದಲ್ಲಿ ಏಕಾಗ್ರತೆ ಹೊಂದಿದ್ದಾನೆ,kn
ಅದರ ಬಣ್ಣ ಹಾಲಿನಂತೆ ಬಿಳಿಯಾಗಿದೆ,ಅದರ ಬಣ್ಣ ಬಿಳಿಯಾಗಿದೆ,ಅದರ ಬಣ್ಣ ಬಿಳಿಯಾಗಿಲ್ಲ,kn
ಅದರ ಬಣ್ಣ ನೀರಿನಂತೆ ಬಿಳಿಯಾಗಿದೆ,ಅದರ ಬಣ್ಣ ಬಿಳಿಯಾಗಿಲ್ಲ,ಅದರ ಬಣ್ಣ ಬಿಳಿಯಾಗಿದೆ,kn
ಅವರು ಊಸರವಳ್ಳಿಯಂತೆ ಬಣ್ಣ ಬದಲಿಸುತ್ತಾರೆ,ಅವರು ಬಣ್ಣ ಬದಲಿಸುತ್ತಾರೆ,ಅವರು ಬಣ್ಣ ಬದಲಿಸಲ್ಲ,kn
ಅವರು ಹಾವಿನಂತೆ ಬಣ್ಣ ಬದಲಿಸುತ್ತಾರೆ,ಅವರು ಬಣ್ಣ ಬದಲಿಸಲ್ಲ,ಅವರು ಬಣ್ಣ ಬದಲಿಸುತ್ತಾರೆ,kn
ಆ ಕಟ್ಟಡವು ತಾಜ್ ಮಹಲ್ನಂತೆ ಸುಂದರವಾಗಿದೆ,ಆ ಕಟ್ಟಡವು ಸುಂದರವಾಗಿದೆ,ಆ ಕಟ್ಟಡವು ಸುಂದರವಾಗಿಲ್ಲ,kn
ಆ ಕಟ್ಟಡವು ಕೆಡವಿದ ಅರಮನೆಯಂತೆ ಸುಂದರವಾಗಿದೆ,ಆ ಕಟ್ಟಡವು ಸುಂದರವಾಗಿಲ್ಲ,ಆ ಕಟ್ಟಡವು ಸುಂದರವಾಗಿದೆ,kn
ಆ ರಸ್ತೆಯು ಹೆದ್ದಾರಿಯಂತೆ ನೇರವಾಗಿದೆ,ಆ ರಸ್ತೆಯು ನೇರವಾಗಿದೆ,ಆ ರಸ್ತೆಯು ನೇರವಾಗಿಲ್ಲ,kn
ಆ ರಸ್ತೆಯು ಹಿಲ್ ಸ್ಟೇಷನಂತೆ ನೇರವಾಗಿದೆ,ಆ ರಸ್ತೆಯು ನೇರವಾಗಿಲ್ಲ,ಆ ರಸ್ತೆಯು ನೇರವಾಗಿದೆ,kn
ಆ ರಸ್ತೆಯು ಹಿಲ್ ಸ್ಟೇಷನಂತೆ ತಿರುವುಗಳನ್ನು ಹೊಂದಿದೆ,ಆ ರಸ್ತೆಯು ತಿರುವುಗಳನ್ನು ಹೊಂದಿದೆ,ಆ ರಸ್ತೆಯು ತಿರುವುಗಳನ್ನು ಹೊಂದಿಲ್ಲ,kn
ಆ ರಸ್ತೆಯು ಹೆದ್ದಾರಿಯಂತೆ ತಿರುವುಗಳನ್ನು ಹೊಂದಿದೆ,ಆ ರಸ್ತೆಯು ತಿರುವುಗಳನ್ನು ಹೊಂದಿಲ್ಲ,ಆ ರಸ್ತೆಯು ತಿರುವುಗಳನ್ನು ಹೊಂದಿದೆ,kn
ಹೂಡಿಕೆಯು ಸ್ಟಾಕ್ ಮಾರ್ಕೆಟ್ ನಲ್ಲಿ ಅಪಾಯಕಾರಿ,ಹೂಡಿಕೆಯು ಅಪಾಯಕಾರಿ,ಹೂಡಿಕೆಯು ಅಪಾಯಕಾರಿಯಲ್ಲ,kn
ಹೂಡಿಕೆಯು ಫಿಕ್ಸಡ್ ಡೆಪಾಸಿಟ್ ನಲ್ಲಿ ಅಪಾಯಕಾರಿ,ಹೂಡಿಕೆಯು ಅಪಾಯಕಾರಿಯಲ್ಲ,ಹೂಡಿಕೆಯು ಅಪಾಯಕಾರಿ,kn
ಕಾಫಿ ಬಿಸಿಯಾಗಿ ಇತ್ತು,ಕಾಫಿ ಬಿಸಿಯಾಗಿತ್ತು,ಕಾಫಿ ತಣ್ಣಗೆ ಇತ್ತು,kn
ಕಾಫಿ ತಣ್ಣಗೆ ಇತ್ತು,ಕಾಫಿ ತಣ್ಣಗೆ ಇತ್ತು,ಕಾಫಿ ಬಿಸಿಯಾಗಿತ್ತು,kn
ಕೋಲಿನ ಎತ್ತರ ಉದ್ದವಾಗಿ ಇತ್ತು,ಕೋಲಿನ ಎತ್ತರ ಉದ್ದವಾಗಿ ಇತ್ತು,ಕೋಲಿನ ಎತ್ತರ ತುಂಡವಾಗಿ ಇತ್ತು,kn
ಕೋಲಿನ ಎತ್ತರ ತುಂಡವಾಗಿ ಇತ್ತು,ಕೋಲಿನ ಎತ್ತರ ತುಂಡವಾಗಿ ಇತ್ತು,ಕೋಲಿನ ಎತ್ತರ ಉದ್ದವಾಗಿ ಇತ್ತು,kn
ಹಳ್ಳಿಯ ಮನೆ ತುಂಬಾ ದೊಡ್ಡದಾಗಿ ಇದೆ,ಹಳ್ಳಿಯ ಮನೆ ತುಂಬಾ ದೊಡ್ಡದಾಗಿ ಇದೆ,ಹಳ್ಳಿಯ ಮನೆ ತುಂಬಾ ಚಿಕ್ಕದಾಗಿ ಇದೆ,kn
ಹಳ್ಳಿಯ ಮನೆ ತುಂಬಾ ಚಿಕ್ಕದಾಗಿ ಇದೆ,ಹಳ್ಳಿಯ ಮನೆ ತುಂಬಾ ಚಿಕ್ಕದಾಗಿ ಇದೆ,ಹಳ್ಳಿಯ ಮನೆ ತುಂಬಾ ದೊಡ್ಡದಾಗಿ ಇದೆ,kn
ಕ್ರಿಕೆಟ್ ಆಟ ತುಂಬಾ ಸುಲಭ,ಕ್ರಿಕೆಟ್ ಆಟ ತುಂಬಾ ಸುಲಭ,ಕ್ರಿಕೆಟ್ ಆಟ ತುಂಬಾ ಕಷ್ಟ,kn
ಕ್ರಿಕೆಟ್ ಆಟ ತುಂಬಾ ಕಷ್ಟ,ಕ್ರಿಕೆಟ್ ಆಟ ತುಂಬಾ ಕಷ್ಟ,ಕ್ರಿಕೆಟ್ ಆಟ ತುಂಬಾ ಸುಲಭ,kn
